date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:45:26	39/39	---M--	200	added ('OK')	text/plain	date:Tue,%2007%20Jun%202022%2006:21:28%20GMT	http://mail.jiangyinhongmeng.com/robots.txt		(from )
21:45:27	17356/17356	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jun%202022%2020:48:00%20GMT	http://mail.jiangyinhongmeng.com/	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mail.jiangyinhongmeng.com/index.html	(from )
21:45:30	3887/3887	---MCZ	200	added ('OK')	text/css	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/css/global.css	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/css/global.css	(from http://mail.jiangyinhongmeng.com/)
21:45:31	515/515	---M--	200	added ('OK')	text/css	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/css/user.css	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/css/user.css	(from http://mail.jiangyinhongmeng.com/)
21:45:31	9147/9147	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/bg_cn_noqiye.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/bg_cn_noqiye.png	(from http://mail.jiangyinhongmeng.com/)
21:45:32	3093/3093	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/loginFormBg.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/loginFormBg.png	(from http://mail.jiangyinhongmeng.com/)
21:45:33	4796/4796	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/bg_qr_expand.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/bg_qr_expand.png	(from http://mail.jiangyinhongmeng.com/)
21:45:33	2398/2398	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/ic_qr.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/ic_qr.png	(from http://mail.jiangyinhongmeng.com/)
21:45:34	2731/2731	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/ic_qr_hover.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/ic_qr_hover.png	(from http://mail.jiangyinhongmeng.com/)
21:45:34	1671/1671	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/ic_android.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/ic_android.png	(from http://mail.jiangyinhongmeng.com/)
21:45:35	1472/1472	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/ic_apple.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/ic_apple.png	(from http://mail.jiangyinhongmeng.com/)
21:45:37	3232/3232	---M--	200	added ('OK')	image/gif	date:Thu,%2018%20Oct%202012%2006:21:43%20GMT	https://mimg.qiye.163.com/o/public/logo.gif	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/public/logo.gif	(from http://mail.jiangyinhongmeng.com/)
21:45:38	3612/3612	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/button.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/button.png	(from http://mail.jiangyinhongmeng.com/)
21:45:39	5386/5386	---MCZ	200	added ('OK')	text/css	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/css/custom.css	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/css/custom.css	(from http://mail.jiangyinhongmeng.com/)
21:45:39	13601/13601	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/user.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/user.png	(from http://mail.jiangyinhongmeng.com/)
21:45:40	2384/2384	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/lingxi.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/lingxi.png	(from http://mail.jiangyinhongmeng.com/)
21:45:40	24/24	---M--	200	added ('OK')	application/x-javascript	date:Fri,%2013%20May%202022%2002:26:51%20GMT	http://mimg.qiye.163.com/copyright/year.js	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/copyright/year.js	(from http://mail.jiangyinhongmeng.com/)
21:45:44	67230/67230	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Jun%202010%2004:03:54%20GMT	http://mimg.qiye.163.com/domain/img/user_bg.jpg	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/domain/img/user_bg.jpg	(from http://mail.jiangyinhongmeng.com/)
21:45:48	129363/129363	---M--	200	added ('OK')	application/octet-stream	etag:a45591d3e892e0c9f67e2c218a386bfc	https://hubble-js-bucket.nosdn.127.net/DATracker.globals.1.6.12.8.js	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/hubble-js-bucket.nosdn.127.net/DATracker.globals.1.6.12.8.js	(from http://mail.jiangyinhongmeng.com/)
21:45:49	7200/7200	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/js/jquery-migrate.js	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/js/jquery-migrate.js	(from http://mail.jiangyinhongmeng.com/)
21:45:49	165/165	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/js/lang_zhcn.js	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/js/lang_zhcn.js	(from http://mail.jiangyinhongmeng.com/)
21:45:50	5420/5420	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/js/select_network.js	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/js/select_network.js	(from http://mail.jiangyinhongmeng.com/)
21:45:51	15336/15336	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/js/login_util.js	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/js/login_util.js	(from http://mail.jiangyinhongmeng.com/)
21:45:51	1751/1751	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/js/jquery.jsonp-2.4.0.min.js	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/js/jquery.jsonp-2.4.0.min.js	(from http://mail.jiangyinhongmeng.com/)
21:45:52	97180/97180	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/js/jquery.js	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/js/jquery.js	(from http://mail.jiangyinhongmeng.com/)
21:45:52	8983/8983	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/js/select_banner.js	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/js/select_banner.js	(from http://mail.jiangyinhongmeng.com/)
21:45:52	555/555	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/js/reset_pwd.js	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/js/reset_pwd.js	(from http://mail.jiangyinhongmeng.com/)
21:45:53	437/437	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/js/select_ch.js	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/js/select_ch.js	(from http://mail.jiangyinhongmeng.com/)
21:45:54	27637/27637	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2009%20Dec%202015%2003:07:20%20GMT	http://mimg.qiye.163.com/o/index/lib/scripts/qiye_algorithm.js	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/index/lib/scripts/qiye_algorithm.js	(from http://mail.jiangyinhongmeng.com/)
21:45:54	12556/12556	---M--	200	added ('OK')	image/gif	date:Thu,%2007%20Jan%202010%2006:22:50%20GMT	http://mimg.qiye.163.com/xm/qiye/login/img/bg.gif	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/xm/qiye/login/img/bg.gif	(from http://mimg.qiye.163.com/o/domain/202204271440/index/css/global.css)
21:45:55	87/87	---M--	200	added ('OK')	image/gif	date:Thu,%2007%20Jan%202010%2006:22:50%20GMT	http://mimg.qiye.163.com/xm/qiye/login/img/bgx.gif	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/xm/qiye/login/img/bgx.gif	(from http://mimg.qiye.163.com/o/domain/202204271440/index/css/global.css)
21:45:57	8378/8378	---M--	200	added ('OK')	image/gif	date:Thu,%2007%20Jan%202010%2006:22:52%20GMT	http://mimg.qiye.163.com/xm/qiye/login/img/user_text.gif	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/xm/qiye/login/img/user_text.gif	(from http://mimg.qiye.163.com/o/domain/202204271440/index/css/user.css)
21:45:57	5733/5733	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/codebg.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/codebg.png	(from http://mimg.qiye.163.com/o/domain/202204271440/index/css/custom.css)
21:45:58	4084/4084	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/codebg-ie.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/codebg-ie.png	(from http://mimg.qiye.163.com/o/domain/202204271440/index/css/custom.css)
21:45:59	7129/7129	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/applogin_example.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/applogin_example.png	(from http://mimg.qiye.163.com/o/domain/202204271440/index/css/custom.css)
21:45:59	67230/67230	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202010%2006:22:52%20GMT	http://mimg.qiye.163.com/xm/qiye/login/img/user_bg.jpg	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/xm/qiye/login/img/user_bg.jpg	(from http://mimg.qiye.163.com/o/domain/202204271440/index/css/user.css)
21:45:59	6715/6715	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/applogin_example_ie6.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/applogin_example_ie6.png	(from http://mimg.qiye.163.com/o/domain/202204271440/index/css/custom.css)
21:45:59	5570/5570	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/applogin_scansuc.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/applogin_scansuc.png	(from http://mimg.qiye.163.com/o/domain/202204271440/index/css/custom.css)
21:46:00	5141/5141	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2009:57:38%20GMT	http://mimg.qiye.163.com/o/domain/202204271440/index/img/applogin_scansuc_ie6.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/domain/202204271440/index/img/applogin_scansuc_ie6.png	(from http://mimg.qiye.163.com/o/domain/202204271440/index/css/custom.css)
21:46:20	150959/150959	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Aug%202018%2003:02:35%20GMT	http://mimg.qiye.163.com/o/mailapp/qiyelogin/style/img/user_yixin_left_20180827.jpg	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/mailapp/qiyelogin/style/img/user_yixin_left_20180827.jpg	(from http://mimg.qiye.163.com/o/domain/202204271440/index/js/select_banner.js)
21:46:23	148429/148429	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Aug%202018%2003:02:35%20GMT	http://mimg.qiye.163.com/o/mailapp/qiyelogin/style/img/user_yixin_center_20180827.jpg	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/o/mailapp/qiyelogin/style/img/user_yixin_center_20180827.jpg	(from http://mimg.qiye.163.com/o/domain/202204271440/index/js/select_banner.js)
21:46:40	333994/333994	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Jun%202022%2011:30:05%20GMT	http://mimg.qiye.163.com/p/official_site/admin/imageCenter.png	C:/Users/user/Desktop/pop/http___mail.jiangyinhongmeng.com_/mimg.qiye.163.com/p/official_site/admin/imageCenter.png	(from http://mimg.qiye.163.com/o/domain/202204271440/index/js/select_banner.js)
